id,title,context,question,answers
408498946789,الحرب العالمية الثانية,كانت الإمبراطورية اليابانية قد أعلنت الحرب على جمهورية الصين في 7 يوليو 1937، حيث هدفت إلى السيطرة على آسيا والمحيط الهادي، إلا أن البداية الفعلية للحرب تعتبر في الأول من سبتمبر عام 1939، وذلك عندما قامت ألمانيا باجتياح بولندا، وتوالت بعدها إعلانات الحرب على ألمانيا من قبل فرنسا والمملكة المتحدة. ومن أواخر عام 1939 إلى أوائل عام 1941، سيطرت ألمانيا النازية على مساحة واسعة من قارة أوروبا بعد سلسلة من الحملات العسكرية، وشكلت تحالف دول المحور مع إيطاليا واليابان، كما اتفقت مع الاتحاد السوفييتي على تقاسم الأراضي المجاورة لهما: بولندا، وفنلندا، ورومانيا، ودول البلطيق. بقيت المعركة الأساسية في الحرب هي بين دول المحور من جهة، والمملكة المتحدة إلى جانب دول الكومنولث من جهة أخرى، إضافة إلى حملة في شمال إفريقيا وحملة أخرى في شرق أفريقيا، إضافة إلى معركة برلين الجوية وقصف لندن، وحملة البلقان، ومعركة المحيط الأطلسي. وفي يونيو 1941، قام تحالف دول المحور بغزو الاتحاد السوفييتي فيما يعرف بعملية بارباروسا، ما أدى إلى إشعال الجبهة الشرقية، وهي أكبر مسرح للحرب في التاريخ، ما جعل كبرى دول المحور في حرب استنزاف، وقامت اليابان في ديسمبر 1941 بالهجوم على ميناء بيرل هاربر، كما هاجمت منطقة ملايا البريطانية في المحيط الهادي، فسيطرت سريعًا على جزء كبير من غرب المحيط الهادي.,ما هي الأراضي التي اتفقت المانيا و الإتحاد السوفييتي على تقاسمها؟,"{'text': ['بولندا، وفنلندا، ورومانيا، ودول البلطيق.'], 'answer_start': [529]}"
379029789792,كأس العالم 2018,كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018. حيث استطاعت روسيا الفوز بشرف استضافة البطولة بعد قرار الاتحاد الدولي لكرة القدم المُعْلن عنه في 2 ديسمبر 2010. حيث استطاعت روسيا التغلب على 3 ترشيحات بالمجمل، فتغلبت على ترشيح مشترك بين إسبانيا والبرتغال، وتغلبت كذلك على ترشيح مشترك أيضاً بين هولندا وبلجيكا، وترشيح وحيد لإنجلترا.,أين أقيم كأس العالم 2018؟,"{'text': ['روسيا'], 'answer_start': [146]}"
215781622815,كأس العالم 2018,كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018. حيث استطاعت روسيا الفوز بشرف استضافة البطولة بعد قرار الاتحاد الدولي لكرة القدم المُعْلن عنه في 2 ديسمبر 2010. حيث استطاعت روسيا التغلب على 3 ترشيحات بالمجمل، فتغلبت على ترشيح مشترك بين إسبانيا والبرتغال، وتغلبت كذلك على ترشيح مشترك أيضاً بين هولندا وبلجيكا، وترشيح وحيد لإنجلترا.,متى أقيم كأس العالم 2018؟,"{'text': ['14 يونيو ولغاية 15 يوليو من عام 2018.'], 'answer_start': [169]}"
767967575741,كأس العالم 2018,كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018. حيث استطاعت روسيا الفوز بشرف استضافة البطولة بعد قرار الاتحاد الدولي لكرة القدم المُعْلن عنه في 2 ديسمبر 2010. حيث استطاعت روسيا التغلب على 3 ترشيحات بالمجمل، فتغلبت على ترشيح مشترك بين إسبانيا والبرتغال، وتغلبت كذلك على ترشيح مشترك أيضاً بين هولندا وبلجيكا، وترشيح وحيد لإنجلترا.,متى فازت روسيا بشرف إستضافة البطولة؟,"{'text': ['2 ديسمبر 2010.'], 'answer_start': [303]}"
855692806617,كأس العالم 2018,كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018. حيث استطاعت روسيا الفوز بشرف استضافة البطولة بعد قرار الاتحاد الدولي لكرة القدم المُعْلن عنه في 2 ديسمبر 2010. حيث استطاعت روسيا التغلب على 3 ترشيحات بالمجمل، فتغلبت على ترشيح مشترك بين إسبانيا والبرتغال، وتغلبت كذلك على ترشيح مشترك أيضاً بين هولندا وبلجيكا، وترشيح وحيد لإنجلترا. وهي النسخة الأولى من بطولات كأس العالم التي أقيمت في أوروبا الشرقية، وكذلك هي المرة الأولى التي تستضيف بها القارة الأوروبية منافسات البطولة بعد بطولة كأس العالم 2006 والتي أقيمت في ألمانيا.,أين أقيمت بطولة كأس العالم 2006؟,"{'text': ['ألمانيا.'], 'answer_start': [669]}"
490350758952,كأس العالم 2018,كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018. حيث استطاعت روسيا الفوز بشرف استضافة البطولة بعد قرار الاتحاد الدولي لكرة القدم المُعْلن عنه في 2 ديسمبر 2010. حيث استطاعت روسيا التغلب على 3 ترشيحات بالمجمل، فتغلبت على ترشيح مشترك بين إسبانيا والبرتغال، وتغلبت كذلك على ترشيح مشترك أيضاً بين هولندا وبلجيكا، وترشيح وحيد لإنجلترا. وهي النسخة الأولى من بطولات كأس العالم التي أقيمت في أوروبا الشرقية، وكذلك هي المرة الأولى التي تستضيف بها القارة الأوروبية منافسات البطولة بعد بطولة كأس العالم 2006 والتي أقيمت في ألمانيا.,ما هي آخر إستضافة لكأس العالم التي تمت في أوروبا قبل بطولة كأس العالم 2018؟,"{'text': ['بطولة كأس العالم 2006'], 'answer_start': [632]}"
183499953892,كأس العالم 2018,كأس العالم 2018 هي البطولة الحادية والعشرون من بطولات كأس العالم لفرق الرجال الوطنية، والمقامة تحت رعاية الاتحاد الدولي لكرة القدم، وقد استضافتها روسيا في الفترة ما بين 14 يونيو ولغاية 15 يوليو من عام 2018. حيث استطاعت روسيا الفوز بشرف استضافة البطولة بعد قرار الاتحاد الدولي لكرة القدم المُعْلن عنه في 2 ديسمبر 2010. حيث استطاعت روسيا التغلب على 3 ترشيحات بالمجمل، فتغلبت على ترشيح مشترك بين إسبانيا والبرتغال، وتغلبت كذلك على ترشيح مشترك أيضاً بين هولندا وبلجيكا، وترشيح وحيد لإنجلترا. وهي النسخة الأولى من بطولات كأس العالم التي أقيمت في أوروبا الشرقية، وكذلك هي المرة الأولى التي تستضيف بها القارة الأوروبية منافسات البطولة بعد بطولة كأس العالم 2006 والتي أقيمت في ألمانيا.,ما هو عدد الترشيحات التي تغلبت عليهم روسيا لإستضافة كأس العالم؟,"{'text': ['3 ترشيحات'], 'answer_start': [347]}"
511992157395,كأس العالم 2018,ومن الملاحظ أن المدن المستضيفة لمنافسات البطولة هي جُلَّها مدن روسيا الأوروبية، وهي التي تقع في الجانب الغربي من روسيا، وتحديداً في غرب جبال الأورال؛ باستثناء مدينة يكاترينبورغ والتي تبعد حوالي 1420 كم عن العاصمة موسكو، من أجل تسهيل عملية انتقال الجماهير بين المدن قدر الإمكان. وتجرى مباريات كأس العالم 2018 في 11 مدينة روسية. واحتضنت العاصمة موسكو مباراة الافتتاح وستستضيف المباراة النهائية كذلك؛ حيث ستُلعب المبارتين على ملعب لوجنيكي. ومن الجدير بالذكر، أن هذه النسخة من كأس العالم قد شهذت حدثاً تاريخياً جديداً، حيث تم استخدام تقنية الفار لأول مرة في تاريخ البطولة.,أين تقع المدن المستضيفة لمنافسات البطولة؟,"{'text': ['الجانب الغربي من روسيا،'], 'answer_start': [96]}"
923623560445,كأس العالم 2018,ومن الملاحظ أن المدن المستضيفة لمنافسات البطولة هي جُلَّها مدن روسيا الأوروبية، وهي التي تقع في الجانب الغربي من روسيا، وتحديداً في غرب جبال الأورال؛ باستثناء مدينة يكاترينبورغ والتي تبعد حوالي 1420 كم عن العاصمة موسكو، من أجل تسهيل عملية انتقال الجماهير بين المدن قدر الإمكان. وتجرى مباريات كأس العالم 2018 في 11 مدينة روسية. واحتضنت العاصمة موسكو مباراة الافتتاح وستستضيف المباراة النهائية كذلك؛ حيث ستُلعب المبارتين على ملعب لوجنيكي. ومن الجدير بالذكر، أن هذه النسخة من كأس العالم قد شهذت حدثاً تاريخياً جديداً، حيث تم استخدام تقنية الفار لأول مرة في تاريخ البطولة.,كم هو عدد المدن التي تجري بها مباريات كأس العالم 2018؟,"{'text': ['11 مدينة روسية.'], 'answer_start': [311]}"
572835612010,كأس العالم 2018,ومن الملاحظ أن المدن المستضيفة لمنافسات البطولة هي جُلَّها مدن روسيا الأوروبية، وهي التي تقع في الجانب الغربي من روسيا، وتحديداً في غرب جبال الأورال؛ باستثناء مدينة يكاترينبورغ والتي تبعد حوالي 1420 كم عن العاصمة موسكو، من أجل تسهيل عملية انتقال الجماهير بين المدن قدر الإمكان. وتجرى مباريات كأس العالم 2018 في 11 مدينة روسية. واحتضنت العاصمة موسكو مباراة الافتتاح وستستضيف المباراة النهائية كذلك؛ حيث ستُلعب المبارتين على ملعب لوجنيكي. ومن الجدير بالذكر، أن هذه النسخة من كأس العالم قد شهذت حدثاً تاريخياً جديداً، حيث تم استخدام تقنية الفار لأول مرة في تاريخ البطولة.,ما هي المدينة التي إحتضنت مباراة الإفتتاح؟,"{'text': ['العاصمة موسكو'], 'answer_start': [205]}"
7066023475,صلاح الدين الأيوبي,الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدُويني التكريتي (532 - 589 هـ / 1138 - 1193 م)، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة.,كم استمرّت الخلافة الفاطمية؟,"{'text': ['262'], 'answer_start': [305]}"
795211998955,صلاح الدين الأيوبي,الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدُويني التكريتي (532 - 589 هـ / 1138 - 1193 م)، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة.,في أي عام توفي صلاح الدين الأيوبي؟,"{'text': ['1193'], 'answer_start': [123]}"
210334949040,صلاح الدين الأيوبي,الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدُويني التكريتي (532 - 589 هـ / 1138 - 1193 م)، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة.,ما إسم الدولة التي أسسها صلاح الدين الأيوبي؟,"{'text': ['الدولة الأيوبية'], 'answer_start': [179]}"
961637804870,صلاح الدين الأيوبي,الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدُويني التكريتي (532 - 589 هـ / 1138 - 1193 م)، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة. قاد صلاح الدين عدّة حملات ومعارك ضد الفرنجة وغيرهم من الصليبيين الأوروبيين في سبيل استعادة الأراضي المقدسة التي كان الصليبيون قد استولوا عليها في أواخر القرن الحادي عشر، وقد تمكن في نهاية المطاف من استعادة معظم أراضي فلسطين ولبنان بما فيها مدينة القدس، بعد أن هزم جيش بيت المقدس هزيمة منكرة في معركة حطين.,في أي معركة هزم صلاح الدين الأيوبي جيش بيت المقدس؟,"{'text': ['معركة حطين.'], 'answer_start': [608]}"
549834994541,صلاح الدين الأيوبي,الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدُويني التكريتي (532 - 589 هـ / 1138 - 1193 م)، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة. قاد صلاح الدين عدّة حملات ومعارك ضد الفرنجة وغيرهم من الصليبيين الأوروبيين في سبيل استعادة الأراضي المقدسة التي كان الصليبيون قد استولوا عليها في أواخر القرن الحادي عشر، وقد تمكن في نهاية المطاف من استعادة معظم أراضي فلسطين ولبنان بما فيها مدينة القدس، بعد أن هزم جيش بيت المقدس هزيمة منكرة في معركة حطين.,ضد من قاد صلاح الدين حملات و معارك؟,"{'text': ['الفرنجة وغيرهم من الصليبيين الأوروبيين'], 'answer_start': [350]}"
980306644714,صلاح الدين الأيوبي,الملك الناصر أبو المظفر صلاح الدين والدنيا يوسف بن أيوب بن شاذي بن مروان بن يعقوب الدُويني التكريتي (532 - 589 هـ / 1138 - 1193 م)، المشهور بلقب صلاح الدين الأيوبي قائد عسكري أسس الدولة الأيوبية التي وحدت مصر والشام والحجاز وتهامة واليمن في ظل الراية العباسية، بعد أن قضى على الخلافة الفاطمية التي استمرت 262 سنة. قاد صلاح الدين عدّة حملات ومعارك ضد الفرنجة وغيرهم من الصليبيين الأوروبيين في سبيل استعادة الأراضي المقدسة التي كان الصليبيون قد استولوا عليها في أواخر القرن الحادي عشر، وقد تمكن في نهاية المطاف من استعادة معظم أراضي فلسطين ولبنان بما فيها مدينة القدس، بعد أن هزم جيش بيت المقدس هزيمة منكرة في معركة حطين.,ما هي الأراضي التي استعادها صلاح الدّين الأيوبي من الصليبين؟,"{'text': ['معظم أراضي فلسطين ولبنان بما فيها مدينة القدس،'], 'answer_start': [520]}"
591791143336,صلاح الدين الأيوبي,"كان صلاح الدين يقول بمذهب أهل السنة والجماعة، وروي أن عبد القادر الجيلاني دعا له عندما رآه بالبركة فيه، خلال ""زيارة خفية"" لنجم الدين أيوب وأسرته ببغداد سنة 533 هـ/1138م، وهذا يفسر أتباعه الطريقة القادرية فيما بعد وبعض العلماء كالمقريزي، وبعض المؤرخين المتأخرين قالوا: إنه كان أشعريًا، وإنه كان يصحب علماء الصوفية الأشاعرة لأخذ الرأي والمشورة، وأظهر العقيدة الأشعرية. يشتهر صلاح الدين بتسامحه ومعاملته الإنسانية لأعدائه، لذا فهو من أكثر الأشخاص تقديرًا واحترامًا في العالمين الشرقي الإسلامي والأوروبي المسيحي، حيث كتب المؤرخون الصليبيون عن بسالته في عدد من المواقف، أبرزها عند حصاره لقلعة الكرك في مؤاب، وكنتيجة لهذا حظي صلاح الدين باحترام خصومه لا سيما ملك إنگلترا ريتشارد الأول ""قلب الأسد""، وبدلاً من أن يتحول لشخص مكروه في أوروبا الغربية، استحال رمزًا من رموز الفروسية والشجاعة، وورد ذكره في عدد من القصص والأشعار الإنگليزية والفرنسية العائدة لتلك الحقبة.",بأي مذهب كان يقول صلاح الدّين الأيوبي؟,"{'text': ['بمذهب أهل السنة والجماعة،'], 'answer_start': [20]}"
244734215415,صلاح الدين الأيوبي,"كان صلاح الدين يقول بمذهب أهل السنة والجماعة، وروي أن عبد القادر الجيلاني دعا له عندما رآه بالبركة فيه، خلال ""زيارة خفية"" لنجم الدين أيوب وأسرته ببغداد سنة 533 هـ/1138م، وهذا يفسر أتباعه الطريقة القادرية فيما بعد وبعض العلماء كالمقريزي، وبعض المؤرخين المتأخرين قالوا: إنه كان أشعريًا، وإنه كان يصحب علماء الصوفية الأشاعرة لأخذ الرأي والمشورة، وأظهر العقيدة الأشعرية. يشتهر صلاح الدين بتسامحه ومعاملته الإنسانية لأعدائه، لذا فهو من أكثر الأشخاص تقديرًا واحترامًا في العالمين الشرقي الإسلامي والأوروبي المسيحي، حيث كتب المؤرخون الصليبيون عن بسالته في عدد من المواقف، أبرزها عند حصاره لقلعة الكرك في مؤاب، وكنتيجة لهذا حظي صلاح الدين باحترام خصومه لا سيما ملك إنگلترا ريتشارد الأول ""قلب الأسد""، وبدلاً من أن يتحول لشخص مكروه في أوروبا الغربية، استحال رمزًا من رموز الفروسية والشجاعة، وورد ذكره في عدد من القصص والأشعار الإنگليزية والفرنسية العائدة لتلك الحقبة.",بماذا يشتهر صلاح الدّين الأيوبي؟,"{'text': ['بتسامحه ومعاملته الإنسانية لأعدائه،'], 'answer_start': [384]}"
781952798979,صلاح الدين الأيوبي,"كان صلاح الدين يقول بمذهب أهل السنة والجماعة، وروي أن عبد القادر الجيلاني دعا له عندما رآه بالبركة فيه، خلال ""زيارة خفية"" لنجم الدين أيوب وأسرته ببغداد سنة 533 هـ/1138م، وهذا يفسر أتباعه الطريقة القادرية فيما بعد وبعض العلماء كالمقريزي، وبعض المؤرخين المتأخرين قالوا: إنه كان أشعريًا، وإنه كان يصحب علماء الصوفية الأشاعرة لأخذ الرأي والمشورة، وأظهر العقيدة الأشعرية. يشتهر صلاح الدين بتسامحه ومعاملته الإنسانية لأعدائه، لذا فهو من أكثر الأشخاص تقديرًا واحترامًا في العالمين الشرقي الإسلامي والأوروبي المسيحي، حيث كتب المؤرخون الصليبيون عن بسالته في عدد من المواقف، أبرزها عند حصاره لقلعة الكرك في مؤاب، وكنتيجة لهذا حظي صلاح الدين باحترام خصومه لا سيما ملك إنگلترا ريتشارد الأول ""قلب الأسد""، وبدلاً من أن يتحول لشخص مكروه في أوروبا الغربية، استحال رمزًا من رموز الفروسية والشجاعة، وورد ذكره في عدد من القصص والأشعار الإنگليزية والفرنسية العائدة لتلك الحقبة.",ماذا كتب المؤرخون الصليبيون في حق صلاح الدين الأيوبي؟,"{'text': ['عن بسالته في عدد من المواقف، أبرزها عند حصاره لقلعة الكرك في مؤاب،'], 'answer_start': [536]}"
737763074138,العراق,العِرَاقُ أو (رسمياً: جُمْهُوريَّة العِرَاق)، و(بالكردية: كۆماری عێراق)، هي دولة عربية، وتعد جمهورية برلمانية اتحادية وفقاً لدستور العراق، وتتكون من ثمان عشرة محافظة رسمياً، وتسع عشرة محافظة بحكم الأمر الواقع (محافظة حلبجة)، عاصمته بغداد، والعراق أحد دول غرب آسيا المطلة على الخليج العربي.,ماهي عاصمة العراق؟,"{'text': ['بغداد،'], 'answer_start': [232]}"
311460910897,العراق,العِرَاقُ أو (رسمياً: جُمْهُوريَّة العِرَاق)، و(بالكردية: كۆماری عێراق)، هي دولة عربية، وتعد جمهورية برلمانية اتحادية وفقاً لدستور العراق، وتتكون من ثمان عشرة محافظة رسمياً، وتسع عشرة محافظة بحكم الأمر الواقع (محافظة حلبجة)، عاصمته بغداد، والعراق أحد دول غرب آسيا المطلة على الخليج العربي.,على ماذا تُطِل العراق؟,"{'text': ['الخليج العربي.'], 'answer_start': [275]}"
24617444310,العراق,العِرَاقُ أو (رسمياً: جُمْهُوريَّة العِرَاق)، و(بالكردية: كۆماری عێراق)، هي دولة عربية، وتعد جمهورية برلمانية اتحادية وفقاً لدستور العراق، وتتكون من ثمان عشرة محافظة رسمياً، وتسع عشرة محافظة بحكم الأمر الواقع (محافظة حلبجة)، عاصمته بغداد، والعراق أحد دول غرب آسيا المطلة على الخليج العربي.,من كم محافظة تتكون دولة العِراق؟,"{'text': ['ثمان عشرة محافظة'], 'answer_start': [149]}"
620970598728,العراق,العِرَاقُ (رسمياً: جُمْهُوريَّة العِرَاق)، و(بالكردية: كۆماری عێراق)، هو جمهورية برلمانية اتحادية وفقاً لدستور العراق، ويتكون من ثمان عشرة محافظة رسمياً، وتسع عشرة محافظة بحكم الأمر الواقع (محافظة حلبجة)، عاصمته بغداد، والعراق أحد دول غرب آسيا المطلة على الخليج العربي. يحده من الجنوب الكويت والمملكة العربية السعودية، ومن الشمال تركيا، ومن الغرب سوريا والأردن، ومن الشرق إيران، وهو عضو في جامعة الدول العربية ومنظمة المؤتمر الإسلامي ومنظمة أوبك. معظم المنطقة التي تسمى بالعراق حاليًا كانت تسمى قديماً بلاد ما بين النهرين، و(بيث نهرين بالآرامية)، و، حوى على أولى المراكز الحضارية في العالم التي كانت تشمل المساحة الواقعة بين نهري دجلة والفرات وهي حضارة سومر، وامتدت حدود هذه الحضارة التي شغلتها بلاد ما بين النهرين إلى سوريا وفارس وإلى منطقة جنوب شرق الأناضول تركيا حالياً، كما وجدت آثار سومرية في دولة الكويت الحالية والبحرين والأحواز بإيران. كان لبلاد الرافدين انفتاح واتصال بالحضارات القديمة في مصر والهند. وتعاقب على حكم العراق دول وحضارات كثيرة من أهمها السومرية، و، و، والآشورية، والميديون، والسلوقيون، والإمبراطورية البارثية، والإمبراطورية الرومانية، والساسانيون، والمناذرة، والخلافة الراشدة، والدولة الأموية، والدولة العباسية، والمغول، والدولة الصفوية، والدولة الأفشارية، والدولة العثمانية، ثم ، ومن ثم المملكة العراقية، ثم الجمهورية، ثم سلطة الأورها (إعادة إعمار العراق)، فسلطة الائتلاف المؤقتة، فالحكومة العراقية المؤقتة، ثم الجمهورية البرلمانية الاتحادية في العراق.,ما الدول التي تحد العراق من الجنوب؟,"{'text': ['الكويت والمملكة العربية السعودية،'], 'answer_start': [285]}"
990192035872,العراق,العِرَاقُ (رسمياً: جُمْهُوريَّة العِرَاق)، و(بالكردية: كۆماری عێراق)، هو جمهورية برلمانية اتحادية وفقاً لدستور العراق، ويتكون من ثمان عشرة محافظة رسمياً، وتسع عشرة محافظة بحكم الأمر الواقع (محافظة حلبجة)، عاصمته بغداد، والعراق أحد دول غرب آسيا المطلة على الخليج العربي. يحده من الجنوب الكويت والمملكة العربية السعودية، ومن الشمال تركيا، ومن الغرب سوريا والأردن، ومن الشرق إيران، وهو عضو في جامعة الدول العربية ومنظمة المؤتمر الإسلامي ومنظمة أوبك. معظم المنطقة التي تسمى بالعراق حاليًا كانت تسمى قديماً بلاد ما بين النهرين، و(بيث نهرين بالآرامية)، و، حوى على أولى المراكز الحضارية في العالم التي كانت تشمل المساحة الواقعة بين نهري دجلة والفرات وهي حضارة سومر، وامتدت حدود هذه الحضارة التي شغلتها بلاد ما بين النهرين إلى سوريا وفارس وإلى منطقة جنوب شرق الأناضول تركيا حالياً، كما وجدت آثار سومرية في دولة الكويت الحالية والبحرين والأحواز بإيران. كان لبلاد الرافدين انفتاح واتصال بالحضارات القديمة في مصر والهند. وتعاقب على حكم العراق دول وحضارات كثيرة من أهمها السومرية، و، و، والآشورية، والميديون، والسلوقيون، والإمبراطورية البارثية، والإمبراطورية الرومانية، والساسانيون، والمناذرة، والخلافة الراشدة، والدولة الأموية، والدولة العباسية، والمغول، والدولة الصفوية، والدولة الأفشارية، والدولة العثمانية، ثم ، ومن ثم المملكة العراقية، ثم الجمهورية، ثم سلطة الأورها (إعادة إعمار العراق)، فسلطة الائتلاف المؤقتة، فالحكومة العراقية المؤقتة، ثم الجمهورية البرلمانية الاتحادية في العراق.,ما الدولة التي تحد العراق من الشمال؟,"{'text': ['تركيا'], 'answer_start': [330]}"
451240562593,العراق,العِرَاقُ (رسمياً: جُمْهُوريَّة العِرَاق)، و(بالكردية: كۆماری عێراق)، هو جمهورية برلمانية اتحادية وفقاً لدستور العراق، ويتكون من ثمان عشرة محافظة رسمياً، وتسع عشرة محافظة بحكم الأمر الواقع (محافظة حلبجة)، عاصمته بغداد، والعراق أحد دول غرب آسيا المطلة على الخليج العربي. يحده من الجنوب الكويت والمملكة العربية السعودية، ومن الشمال تركيا، ومن الغرب سوريا والأردن، ومن الشرق إيران، وهو عضو في جامعة الدول العربية ومنظمة المؤتمر الإسلامي ومنظمة أوبك. معظم المنطقة التي تسمى بالعراق حاليًا كانت تسمى قديماً بلاد ما بين النهرين، و(بيث نهرين بالآرامية)، و، حوى على أولى المراكز الحضارية في العالم التي كانت تشمل المساحة الواقعة بين نهري دجلة والفرات وهي حضارة سومر، وامتدت حدود هذه الحضارة التي شغلتها بلاد ما بين النهرين إلى سوريا وفارس وإلى منطقة جنوب شرق الأناضول تركيا حالياً، كما وجدت آثار سومرية في دولة الكويت الحالية والبحرين والأحواز بإيران. كان لبلاد الرافدين انفتاح واتصال بالحضارات القديمة في مصر والهند. وتعاقب على حكم العراق دول وحضارات كثيرة من أهمها السومرية، و، و، والآشورية، والميديون، والسلوقيون، والإمبراطورية البارثية، والإمبراطورية الرومانية، والساسانيون، والمناذرة، والخلافة الراشدة، والدولة الأموية، والدولة العباسية، والمغول، والدولة الصفوية، والدولة الأفشارية، والدولة العثمانية، ثم ، ومن ثم المملكة العراقية، ثم الجمهورية، ثم سلطة الأورها (إعادة إعمار العراق)، فسلطة الائتلاف المؤقتة، فالحكومة العراقية المؤقتة، ثم الجمهورية البرلمانية الاتحادية في العراق.,ما الدول التي تحد العراق من الغرب؟,"{'text': ['سوريا والأردن،'], 'answer_start': [347]}"
859146777803,العراق,"يقدر عدد سكان الجمهورية العراقية في 2016 م بحوالي 37,547,686 نسمة، وتصل نسبة العرب من 75% إلى 80% من الشعب العراقي، والأكراد إلى 15% من الشعب، أما ال (5%-10%) الباقية فمن ، وتركمان العراق وأقليات أخرى وهي المندائيين، والأرمن، والشركس، وإيرانيين، وشبك، وأيزيديين، والكاولية، وغالبية سكان العراق مسلمين وتصل نسبتهم إلى 95% من السكان وهناك جدل حول نسبة الشيعة والسنة في البلاد، وكلا الطائفتين تدعي إنها تشكل الأغلبية العددية، دون وجود تعداد عام للسكان وبإشراف دولي وتؤكد الهيئات الدولية أن ثقلهما متقارب ومتوازن... وتصل الأقليات الدينية إلى 5% من السكان، غالبيتهم من المسيحيين السريان وتوجد أديان أخرى كالمندائية، والأيزيدية، واليهودية، واليارسانية، والبهائية. أما الإثنيات الدينية في العراق فهي العربية الشيعية، والعربية السنية، والكردية، والتركمانية، وال، والآشورية، والسريانية، والكرد الفيليون، والأيزيديون، والشبك، واليارسانية، واليهودية، وشركس العراق، وأرمن العراق، والكاولية (غجر العراق)، والبهائية، وإثنيات دينية أخرى.",بكم يقدر عدد سكان العراق؟,"{'text': ['بحوالي 37,547,686 نسمة،'], 'answer_start': [43]}"
